nim,first_name,last_name,prodi
1301220168,Augustine,Hubbard,TI
1301226507,Ysabel,Truran,RPL
1301223307,Erminia,Klyn,IF
1301228809,Joey,Sinott,RPL
1301224722,Kassie,Wenger,TI
1301222833,Mohandas,Tidey,RPL
1301220070,Thayne,Moehler,RPL
1301220459,Emeline,Fillon,DS
1301225659,Feliks,Thickpenny,RPL
1301226861,Darcie,Wharton,TI
1301220425,Kiah,Slowey,DS
1301223585,Nola,Pettegree,TI
1301224281,Addie,Whaplington,DS
1301225584,Christiana,Seggie,RPL
1301227396,Reggy,Whitaker,TI
1301228682,Zuzana,Copland,TI
1301227841,Gery,Caldera,TI
1301222397,Sherlocke,Johnsee,IF
1301224412,Vivyan,Pitt,TI
1301220113,Paulita,Bleyman,TI
1301224734,Kathryn,Maxworthy,IF
1301229838,May,covino,IF
1301228878,Zachariah,Jorge,RPL
1301220735,Drusy,Brugman,DS
1301228300,Brinn,Stuchberry,RPL
1301227195,Casi,Tweedlie,TI
1301220932,Dolph,Gindghill,RPL
1301222407,Timothee,Lomaz,DS
1301227494,Claudine,Rainford,IF
1301227404,Calli,Graeber,DS
1301221081,Karlens,Dinneges,TI
1301221460,Curran,Extill,IF
1301220453,Maxy,Tilne,TI
1301227614,Waite,Cretney,IF
1301225985,Dorolice,Benasik,IF
1301223089,Nil,Aldrin,TI
1301224530,Bess,Cestard,IF
1301223521,Petey,Ripper,RPL
1301228142,Lyndsie,Krabbe,RPL
1301221166,Sterling,Blench,DS
1301221216,Philbert,Stanbridge,DS
1301223105,Deeann,Necolds,IF
1301222487,Gray,Dannell,DS
1301228536,Fritz,Steffan,DS
1301225112,Cacilia,Stansell,TI
1301226313,Shelli,Leiden,RPL
1301224397,Sondra,Orbon,DS
1301223745,Harcourt,Kimblen,RPL
1301226082,Yasmeen,Yurkiewicz,RPL
1301228755,Keriann,Bartholin,TI
1301225300,Wolf,Tilburn,TI
1301224687,Felicio,Postlethwaite,TI
1301221106,Barth,Edelheid,DS
1301226313,Stafani,Peaseman,IF
1301226181,Audry,Grealish,TI
1301227121,Luise,Laurenson,TI
1301227582,Charlton,Aysh,RPL
1301222443,Kanya,Barnwell,TI
1301223364,Rosella,Hinksen,DS
1301227664,Andre,Waryk,DS
1301225667,Rosabelle,Ballaam,TI
1301220569,Rik,Damiata,TI
1301227864,Correna,Parmley,DS
1301226688,Hester,Poulter,TI
1301228470,Chicky,Sclanders,IF
1301221053,Salomi,Walley,TI
1301223991,Gracia,Boldock,IF
1301227434,Ellery,Crome,RPL
1301222620,Ayn,Haughian,IF
1301228674,Demetris,Le Barr,RPL
1301227500,Doy,Critchlow,IF
1301226145,Odele,Shaplin,IF
1301224506,Jarib,Ericssen,RPL
1301228911,Rosemary,Romaine,RPL
1301220533,Buffy,Benkhe,IF
1301221070,Elsworth,Wernher,IF
1301224375,Alonso,Hitzschke,TI
1301222007,Ulberto,Cuseck,TI
1301228355,Marci,Keets,RPL
1301222588,Ham,Pedler,RPL
1301226809,Cosimo,O'Fallone,IF
1301225413,Rosette,Twohig,DS
1301229877,Krista,Izzat,DS
1301226957,Jackie,Calveley,RPL
1301226707,Lilli,Timmis,RPL
1301225739,Delly,Vanyard,IF
1301223806,Gabbi,Outhwaite,IF
1301222002,Aileen,Bromehead,RPL
1301228636,Edythe,Carlisle,TI
1301228737,Joey,Burchell,TI
1301228076,Shir,Brambley,RPL
1301221607,Wright,Glowach,IF
1301220066,Rosella,Redgrove,RPL
1301225008,Cordy,Isakovitch,DS
1301227484,Hilliary,Iorizzi,IF
1301228476,Courtenay,Roydon,RPL
1301220802,Cathrine,Suttaby,RPL
1301222923,Kellen,Boyde,TI
1301225735,Aviva,Jado,DS
1301228193,Egan,Woodroof,DS
1301228941,Luise,Skivington,TI
1301225431,Salem,Cumpton,IF
1301227099,Charleen,Cestard,RPL
1301225411,Nixie,Gouldsmith,IF
1301227285,Ossie,Gerler,IF
1301224585,Moise,Willgrass,DS
1301223175,Lotti,Larvor,RPL
1301226494,Virgilio,Riveles,RPL
1301225662,Virginia,Austing,RPL
1301220288,Fancy,Simpson,RPL
1301226909,Gaven,Starzaker,RPL
1301228140,Spenser,Daton,DS
1301229781,Georgianna,Schrei,IF
1301229560,Giff,Southall,IF
1301222873,Dotty,Iacobini,TI
1301229363,Russell,Bingle,DS
1301222876,Mattias,Scotchford,DS
1301229526,Randy,Geockle,DS
1301227422,Edee,Faulkner,IF
1301220306,Millicent,Stokoe,RPL
1301220356,Chet,Wenman,DS
1301225217,Karalynn,Blazi,TI
1301228722,Lynn,Dolley,RPL
1301228105,Selina,Lanfranconi,RPL
1301224099,Elladine,Polson,TI
1301225147,Hermia,Janusik,RPL
1301227692,Brendin,Ende,IF
1301221148,Doti,Tregea,RPL
1301222973,Tannie,Sodeau,RPL
1301223461,Garrett,Barenskie,DS
1301222676,Wat,Lumsdaine,TI
1301226102,Oona,McMurthy,DS
1301226857,Thorny,Sapsforde,DS
1301229650,Mareah,Harrison,DS
1301223638,Carlin,Emmatt,DS
1301229428,Ivar,Ruddle,TI
1301224936,Ewen,Drinkall,TI
1301229215,Kennie,Sone,IF
1301220420,Osbert,Elvidge,RPL
1301223403,Vilma,Chennells,RPL
1301220899,Hermione,Smedley,IF
1301223183,Sheila-kathryn,Piotr,TI
1301227012,Hanni,Davidove,DS
1301228190,Kerrin,Adair,RPL
1301221207,Brier,Hicks,RPL
1301229585,Jordan,Teggin,IF
1301221053,Novelia,Banat,IF
1301226855,Hyacinthe,Tripon,TI
1301220376,Wylma,Pottinger,IF
1301229986,Phedra,Tailby,RPL
1301228756,Cliff,Backsal,TI
1301221184,Claresta,Camies,IF
1301229500,Oren,Jindra,RPL
1301225657,Gilburt,Aarons,TI
1301224418,Adena,O'Regan,RPL
1301223010,Nikolaos,Pizey,TI
1301229486,Heriberto,Hanrahan,RPL
1301229533,Ethelind,O' Connell,TI
1301222138,Vance,Pieroni,IF
1301220758,Cory,Carloni,DS
1301228702,Joycelin,Castaneda,IF
1301224155,Starr,Barby,IF
1301221462,Olivette,Tiffany,DS
1301220844,Hayes,Livingstone,RPL
1301223497,Pincus,Benditt,DS
1301227154,Sharlene,Persicke,TI
1301226176,Allx,Booi,TI
1301222173,Dasha,Halleybone,RPL
1301220572,Merilyn,Andreopolos,IF
1301226486,Nataniel,Janton,TI
1301222704,Gipsy,McMurty,DS
1301220239,Markos,Wohler,DS
1301227334,Kiele,Hayto,DS
1301228479,Michele,Rogeron,TI
1301221010,Berty,Antrag,DS
1301229290,Pamelina,Bishop,RPL
1301226349,Goldina,Bates,DS
1301228111,Madge,Beane,TI
1301228763,Barbaraanne,Mould,DS
1301228277,Vina,Wedderburn,RPL
1301221966,Anica,Mcsarry,RPL
1301227190,Marius,Lilloe,TI
1301224979,Tamiko,Kezor,DS
1301226440,Cornie,Willgoss,DS
1301226353,Aileen,Fasse,TI
1301223144,Arleta,Cheeney,RPL
1301222664,Mauricio,Healey,TI
1301220604,Dino,Chadwyck,TI
1301228745,Elva,Trapp,RPL
1301229120,Denise,Ashton,RPL
1301222490,Bettye,Slee,TI
1301223823,Eliot,Chancellor,IF
1301229203,Gwenny,Patching,TI
1301221764,Fairleigh,Ledekker,DS
1301225763,Lynnett,Scarborough,RPL
1301224011,Aurelea,Gogin,DS
1301220300,Bev,Falls,DS
1301223180,Pace,Munroe,TI
1301223752,Corbet,Kincade,TI
1301229598,Perice,Jachimiak,IF
1301228326,Eartha,Squeers,DS
1301229030,Mord,Hinkins,RPL
1301225663,Shannan,Pickerell,DS
1301229820,Parsifal,Knatt,RPL
1301220760,Bil,Magenny,DS
1301229338,Easter,Aickin,IF
1301221402,Milty,Spiller,TI
1301225213,Grata,Cayle,DS
1301227243,Xylia,Haslin,TI
1301228784,Teddie,Placido,TI
1301223311,Wanda,Yakovitch,IF
1301223774,Garland,Life,IF
1301229209,Harald,Carletti,DS
1301222491,Luca,Branigan,IF
1301220583,Lanita,Atmore,DS
1301225872,Spencer,Lente,DS
1301220189,Henrie,Burtwistle,DS
1301224264,Leela,McWaters,IF
1301220063,Sharity,Joncic,IF
1301228784,Shaylah,Schollar,RPL
1301221533,Joane,Everil,IF
1301226245,Elle,Cosgrave,IF
1301224948,Wald,Getcliffe,TI
1301226264,Herman,Gealy,TI
1301224812,Leontyne,Elliker,RPL
1301229659,Raven,Gurr,RPL
1301224679,Maynard,Dymidowski,TI
1301224725,Mac,Tubby,TI
1301222745,Dietrich,Olorenshaw,DS
1301229068,Gracia,Vinnicombe,IF
1301229307,Sheridan,Normand,DS
1301228306,Moselle,Lewin,IF
1301224086,Cosmo,Lytton,IF
1301221712,Reuven,Gwyn,TI
1301221591,Farrand,Pitcaithley,TI
1301224078,Robenia,Rakestraw,TI
1301228923,Vaclav,Erasmus,IF
1301225044,Norene,Golborne,TI
1301228561,Travus,Mouatt,TI
1301227710,Shaylah,Fallowes,DS
1301226254,Massimiliano,Mattityahou,TI
1301225206,Hussein,Nuschke,IF
1301220577,Cyndia,Awcoate,TI
1301225563,Kikelia,Gawthrop,RPL
1301222709,Hersh,Benezeit,DS
1301228299,Lorita,Torry,IF
1301221506,Paulina,Ilyasov,RPL
1301222052,Barny,Gierardi,TI
